Plant_Name,Nutrient_Requirement (mg/L),Hormone_Requirement (mg/L),Temperature (°C),pH_Level,Light_Intensity (lux),Contamination_Sensitivity,Recommended_Media
Fern,55.29,0.52,29.96,6.23,1356.8,Low,Nitsch
Tulip,81.59,0.14,27.83,6.65,1868.85,High,White
Tomato,173.78,0.79,19.64,6.42,1491.99,High,Nitsch
Apple,82.84,0.52,29.23,7.12,1666.08,Low,Murashige & Skoog
Fern,35.08,0.24,17.93,7.43,1306.23,High,Nitsch
Fern,13.78,0.26,27.97,6.41,2900.69,Low,Nitsch
Bamboo,190.7,2.15,25.47,5.21,1836.53,High,Gamborg
Wheat,50.34,0.64,19.91,6.95,2680.9,High,Gamborg
Wheat,19.32,0.85,17.29,5.21,2283.55,High,White
Rose,297.99,3.93,20.83,6.08,3288.27,Low,Gamborg
Tulip,78.36,0.87,29.59,5.67,2432.19,High,Murashige & Skoog
Mango,95.05,0.14,15.02,6.5,1568.12,High,Murashige & Skoog
Tulip,83.3,0.51,18.78,5.93,1040.47,Low,White
Cactus,128.79,2.45,28.67,5.4,1737.77,High,Murashige & Skoog
Wheat,14.69,0.49,24.35,7.1,2365.29,Medium,Gamborg
Fern,49.19,0.37,15.75,6.22,1710.87,High,Murashige & Skoog
Tomato,87.85,1.33,16.24,6.52,1207.46,Medium,Nitsch
Tulip,58.02,0.23,15.38,6.99,2200.28,High,Gamborg
Tulip,57.58,0.63,19.47,5.09,1074.51,High,Murashige & Skoog
Apple,38.62,0.82,21.48,6.13,2025.77,High,Murashige & Skoog
Tulip,25.04,0.73,26.7,5.83,1644.59,Low,Nitsch
Fern,76.58,0.74,23.01,6.7,2747.12,High,White
Rose,359.43,2.78,25.71,7.17,3086.26,Medium,B5
Bamboo,95.36,2.09,20.04,5.01,2919.15,High,White
Fern,84.28,0.16,17.56,5.78,1641.4,High,White
Wheat,54.51,0.29,20.73,6.36,1935.97,High,Gamborg
Wheat,16.57,0.44,25.65,5.05,2139.97,Medium,Nitsch
Mango,96.24,0.18,18.47,5.12,2410.23,Low,White
Fern,63.13,0.67,27.68,5.74,1708.53,Low,Gamborg
Mango,68.75,0.87,19.31,5.46,1757.69,Low,B5
Orchid,303.36,2.91,17.42,5.8,3449.9,High,Nitsch
Tomato,139.05,1.78,22.43,5.04,1669.45,Medium,Nitsch
Bamboo,152.02,0.61,23.46,5.53,2897.69,Low,Nitsch
Rose,221.13,1.83,24.73,7.18,4496.64,High,Gamborg
Tomato,71.01,1.2,20.84,6.28,2858.15,Medium,Murashige & Skoog
Tomato,103.65,1.08,24.22,7.26,2924.58,Medium,Nitsch
Orchid,351.45,3.1,18.12,6.31,4110.17,High,Murashige & Skoog
Cactus,95.66,1.86,27.71,6.73,2864.2,High,Murashige & Skoog
Bamboo,89.83,1.64,28.41,6.19,2890.24,Medium,B5
Fern,90.23,0.86,29.89,6.7,2873.38,High,B5
Apple,61.22,0.44,29.02,6.08,2077.64,Medium,White
Tulip,84.93,0.74,25.95,6.28,2424.24,High,Murashige & Skoog
Wheat,10.3,0.32,25.57,5.25,2817.77,High,White
Orchid,154.45,1.06,26.58,7.19,4228.33,High,Murashige & Skoog
Apple,95.89,0.32,25.97,6.1,1595.69,Medium,Murashige & Skoog
Rose,192.57,4.97,15.58,5.32,3449.28,High,Nitsch
Cactus,171.42,2.44,22.17,6.82,1741.42,Medium,Nitsch
Bamboo,116.46,0.83,29.73,5.24,2178.42,High,B5
Tomato,149.33,0.73,23.33,5.72,2880.35,Medium,Nitsch
Apple,97.53,0.13,19.28,5.49,1022.31,Medium,B5
Orchid,128.46,4.99,19.02,7.13,3331.08,High,Nitsch
Mango,57.2,0.98,23.29,5.06,2207.76,High,Gamborg
Rose,209.26,1.84,26.64,6.22,3449.5,Low,Gamborg
Bamboo,56.67,2.0,16.19,6.64,1036.91,High,Murashige & Skoog
Cactus,52.3,1.35,24.09,6.39,2302.67,Low,Murashige & Skoog
Tulip,26.44,0.78,20.09,6.77,1095.73,Low,Murashige & Skoog
Mango,76.58,0.33,18.91,6.61,1235.2,Medium,B5
Rose,279.2,2.89,25.47,6.08,3404.55,Medium,Gamborg
Fern,70.11,0.83,17.46,6.11,1987.67,Medium,White
Tomato,97.63,1.22,25.04,6.58,1464.53,High,White
Tulip,41.0,0.81,20.08,7.05,1261.4,Low,B5
Orchid,301.44,2.01,15.28,6.75,4289.59,Low,Gamborg
Tulip,63.57,0.69,15.96,5.41,1601.9,High,B5
Bamboo,146.65,2.02,16.77,7.08,2411.24,High,Nitsch
Tomato,73.39,1.94,25.83,6.67,1269.44,High,Nitsch
Bamboo,69.29,1.89,22.59,5.06,2849.49,Low,White
Tomato,84.34,0.74,20.45,5.64,2013.38,Medium,Murashige & Skoog
Wheat,90.09,0.69,22.13,7.14,1942.74,Medium,Murashige & Skoog
Tomato,132.51,0.69,16.98,6.69,2350.09,High,Nitsch
Rose,247.97,4.43,16.57,6.12,3574.22,Low,Gamborg
Orchid,329.05,3.04,23.35,6.03,3920.67,Low,Murashige & Skoog
Mango,55.59,0.18,29.54,5.1,2507.01,Medium,B5
Tulip,75.43,1.0,29.85,6.86,2479.17,High,Gamborg
Tomato,65.03,2.36,20.62,5.2,1774.58,High,Nitsch
Tomato,58.32,1.07,27.29,5.2,2710.97,Medium,B5
Tomato,104.12,1.72,17.29,5.17,1431.88,High,Nitsch
Wheat,38.12,0.56,23.83,6.97,2312.48,Medium,Nitsch
Cactus,74.06,1.8,28.94,5.38,1360.04,Low,Nitsch
Mango,36.45,0.33,24.3,6.34,1120.44,Medium,Nitsch
Rose,278.47,2.3,15.38,6.88,3429.51,High,Gamborg
Wheat,47.83,0.62,28.09,7.16,1743.04,High,White
Wheat,15.05,0.63,27.87,6.2,1005.93,Low,Murashige & Skoog
Wheat,38.8,0.41,25.2,5.15,2858.23,High,Gamborg
Apple,26.84,0.13,29.19,7.31,1325.31,Medium,B5
Bamboo,149.15,1.29,26.16,7.24,2852.32,Medium,B5
Rose,273.07,3.63,17.92,5.98,4893.13,High,Gamborg
Orchid,300.51,3.96,21.72,7.34,4473.31,Medium,Murashige & Skoog
Tulip,32.75,0.78,23.42,5.75,1800.47,High,Nitsch
Tulip,88.3,0.71,24.91,6.54,2698.44,Low,Murashige & Skoog
Wheat,42.35,0.93,25.48,5.64,2128.17,High,Murashige & Skoog
Orchid,277.37,2.26,15.79,7.37,4282.98,High,Gamborg
Tomato,199.05,0.68,18.61,7.19,1790.51,High,Nitsch
Tulip,87.46,0.57,17.9,7.23,1062.12,High,B5
Wheat,13.78,0.92,22.27,6.15,2132.93,Low,Murashige & Skoog
Orchid,349.34,1.06,19.09,5.01,3831.42,Medium,White
Fern,66.74,0.58,16.03,7.42,2774.34,High,White
Mango,94.82,0.52,19.67,6.23,2545.49,Low,B5
Orchid,359.75,1.53,23.93,6.12,3844.58,Low,B5
Mango,19.73,0.33,19.08,6.8,1097.1,High,B5
Rose,114.74,2.34,22.64,6.33,3535.33,High,Nitsch
Rose,113.67,2.2,22.97,6.02,3547.69,Medium,Nitsch
Tomato,99.43,1.26,24.27,6.8,1784.06,High,B5
Tomato,117.56,1.79,29.29,6.99,1080.03,Medium,Gamborg
Tomato,193.7,1.68,15.17,5.15,2985.73,Medium,Nitsch
Wheat,42.6,0.76,16.56,6.97,2064.66,Medium,B5
Orchid,255.83,2.87,27.91,7.38,3846.85,Low,Gamborg
Mango,93.54,0.58,26.31,6.1,2492.16,High,Nitsch
Tomato,146.94,0.57,28.33,6.6,2287.11,Medium,Murashige & Skoog
Fern,87.95,0.77,29.23,7.35,1764.65,Low,B5
Tulip,91.0,0.72,29.79,6.92,2883.95,Low,White
Wheat,70.37,0.52,20.2,7.16,2708.54,Low,Nitsch
Rose,171.88,3.49,17.68,6.89,3095.23,Low,Nitsch
Bamboo,87.83,1.15,27.52,6.9,1658.19,Medium,Murashige & Skoog
Cactus,59.73,1.75,21.25,6.56,1421.08,Medium,B5
Tulip,59.91,0.64,29.65,6.61,1061.57,High,Murashige & Skoog
Bamboo,169.34,1.67,25.07,7.48,1181.32,Medium,B5
Fern,71.71,0.77,27.52,5.88,1125.75,Low,Nitsch
Fern,61.21,0.77,26.75,5.75,2024.87,Low,White
Orchid,326.6,4.61,28.73,6.94,3456.66,High,Murashige & Skoog
Fern,22.74,0.74,24.92,5.11,2673.19,High,Murashige & Skoog
Orchid,115.75,2.71,28.98,5.71,3854.32,Medium,B5
Wheat,92.37,0.47,21.35,6.76,2885.54,Low,B5
Orchid,297.28,4.34,23.38,5.08,3922.8,High,Gamborg
Fern,51.62,0.35,18.46,7.19,1342.02,High,Nitsch
Fern,52.69,0.42,20.42,7.13,2107.55,High,Murashige & Skoog
Cactus,136.95,0.5,28.51,6.43,1731.99,High,Murashige & Skoog
Mango,34.72,0.35,19.54,6.53,1876.67,High,Nitsch
Wheat,28.72,0.39,24.55,7.2,2065.78,Low,B5
Wheat,20.24,0.22,19.5,5.7,2208.48,High,B5
Rose,173.59,4.86,15.12,7.2,3399.46,High,Nitsch
Bamboo,101.35,1.38,25.61,6.47,1635.88,Low,Gamborg
Rose,112.7,1.04,21.87,5.33,4328.69,Low,Nitsch
Rose,229.86,1.79,23.23,5.29,3046.21,Low,Gamborg
Tulip,95.05,0.99,22.1,7.01,2473.37,Low,B5
Mango,85.45,0.76,24.97,5.33,2279.86,Medium,Murashige & Skoog
Rose,103.97,3.74,15.29,6.77,4271.24,High,Nitsch
Tomato,164.92,0.64,27.4,5.65,2377.7,Low,Murashige & Skoog
Orchid,250.87,2.85,17.36,6.48,4486.0,Medium,Gamborg
Tulip,25.29,0.44,28.07,5.91,2903.21,High,Nitsch
Apple,25.96,0.88,20.89,5.01,1547.74,High,Gamborg
Mango,11.7,0.21,26.73,7.42,1640.11,Medium,B5
Rose,105.24,1.77,26.29,7.34,3174.9,Medium,Murashige & Skoog
Cactus,70.86,0.94,23.67,5.16,1868.44,Low,Gamborg
Bamboo,180.27,1.27,19.7,5.95,1037.1,Medium,Nitsch
Cactus,102.47,1.13,23.97,6.09,2961.69,Medium,Nitsch
Tomato,142.08,1.12,29.86,6.11,2268.26,High,B5
Tomato,90.38,1.4,28.25,7.43,1849.14,Low,Gamborg
Bamboo,177.14,1.76,22.33,7.22,2690.67,Medium,Nitsch
Tulip,47.5,0.17,16.48,6.04,1610.76,High,Murashige & Skoog
Tomato,163.68,1.56,25.56,5.65,2883.81,Medium,B5
Wheat,63.51,0.63,25.26,5.92,1897.96,Low,White
Rose,388.89,3.54,28.3,6.07,3664.56,Medium,Murashige & Skoog
Cactus,64.83,0.73,19.49,7.4,2266.14,High,White
Wheat,47.32,0.12,27.93,5.44,2243.76,High,Murashige & Skoog
Cactus,114.61,1.8,20.46,5.58,1939.62,Low,Nitsch
Orchid,171.31,1.32,24.41,5.84,4344.17,Low,Nitsch
Cactus,70.01,1.87,18.19,7.14,1117.18,High,Nitsch
Apple,48.98,0.73,17.74,6.52,2452.21,Medium,White
Orchid,281.03,2.56,23.36,6.44,3331.07,High,Gamborg
Rose,203.03,2.6,26.42,6.21,4880.63,High,Gamborg
Apple,47.41,0.81,23.19,6.37,1106.68,Low,B5
Fern,99.94,0.38,28.27,6.69,1681.83,Medium,B5
Fern,24.44,0.41,20.03,5.11,2196.48,Medium,Gamborg
Bamboo,76.12,1.26,27.06,7.0,2871.59,Medium,Nitsch
Wheat,11.61,0.29,16.04,6.43,2512.96,High,Murashige & Skoog
Orchid,391.42,1.33,28.52,5.32,3785.92,Medium,B5
Bamboo,146.8,1.59,26.15,5.85,1904.06,High,B5
Tulip,53.31,0.51,21.36,6.27,2890.1,Medium,B5
Orchid,269.89,3.85,27.63,6.16,4522.12,Low,Gamborg
Cactus,179.14,2.14,16.83,7.12,1828.14,High,Nitsch
Tulip,17.62,0.14,16.66,5.86,2187.74,High,White
Tulip,56.85,0.75,20.49,5.09,2808.67,Medium,Murashige & Skoog
Rose,271.56,2.22,22.43,6.25,3046.57,High,Gamborg
Cactus,145.93,1.83,21.21,5.11,2568.88,Low,Nitsch
Cactus,184.96,1.17,19.41,7.18,2593.98,Medium,Nitsch
Tulip,21.77,0.29,24.84,5.96,2672.95,High,Gamborg
Rose,310.99,4.57,24.54,7.34,3257.01,Medium,Murashige & Skoog
Cactus,175.76,2.21,27.47,7.0,1724.46,Medium,B5
Wheat,59.66,0.35,15.98,5.12,1231.11,Low,B5
Wheat,34.93,0.52,21.75,6.46,1563.15,High,Gamborg
Fern,38.77,0.44,24.21,6.56,1963.4,Low,Murashige & Skoog
Mango,83.9,0.49,25.91,5.67,1200.34,High,B5
Bamboo,151.75,1.07,18.78,5.95,2001.88,Medium,Nitsch
Bamboo,114.4,0.61,17.53,6.14,2627.65,High,Nitsch
Cactus,183.77,2.33,18.24,5.11,1610.82,Low,Nitsch
Tomato,61.55,0.56,28.26,6.87,2984.5,Medium,B5
Fern,37.86,0.66,23.01,5.55,1328.48,Medium,Murashige & Skoog
Bamboo,92.33,2.13,16.78,6.89,1196.24,Medium,Nitsch
Tulip,35.16,0.61,26.58,7.32,1522.25,High,White
Tomato,189.08,2.3,16.35,5.33,1991.02,Medium,Nitsch
Tulip,41.1,0.23,24.54,7.37,2993.47,High,Murashige & Skoog
Rose,159.04,1.06,23.05,6.4,3767.88,Low,Nitsch
Orchid,295.62,1.54,22.78,6.92,3328.6,Medium,Gamborg
Tomato,58.99,0.54,29.61,5.48,2644.28,High,B5
Orchid,131.16,3.84,18.13,5.77,3950.45,Low,Nitsch
Tomato,156.29,1.75,24.67,6.79,1585.23,High,Nitsch
Tomato,138.75,1.12,29.92,5.1,1324.55,High,B5
Wheat,31.97,0.2,23.0,7.14,2473.5,Low,Murashige & Skoog
Wheat,94.23,0.88,19.99,5.21,2888.51,Low,Gamborg
Tomato,145.91,1.4,24.93,6.77,2786.06,Low,Nitsch
Cactus,169.77,2.43,17.27,5.05,2737.93,Medium,Nitsch
Cactus,56.37,0.82,20.76,5.55,1610.51,Low,Nitsch
Apple,18.52,0.76,26.09,6.65,1456.87,Low,White
Orchid,101.7,4.97,17.74,6.18,4744.06,High,Nitsch
Tulip,70.58,1.0,26.7,5.73,1555.64,Medium,White
Bamboo,136.69,1.55,17.41,6.79,2404.6,Medium,Nitsch
Wheat,94.68,0.27,17.43,5.6,2031.09,Low,White
Bamboo,135.57,0.68,21.45,6.47,2819.03,High,Nitsch
Cactus,170.89,0.76,18.63,5.61,2754.96,High,Nitsch
Tulip,80.83,0.52,29.99,7.1,2479.41,High,White
Orchid,353.1,2.04,16.47,6.54,3869.38,High,Murashige & Skoog
Mango,66.35,0.13,29.55,7.31,2870.54,High,White
Tulip,91.21,0.81,21.11,6.41,2585.82,Medium,Murashige & Skoog
Orchid,104.45,4.24,29.08,6.97,3260.39,High,White
Rose,310.45,3.87,21.82,6.19,3935.73,Low,Murashige & Skoog
Wheat,94.31,0.82,21.4,6.59,2712.6,Medium,Murashige & Skoog
Bamboo,75.46,0.5,25.77,5.28,1487.68,Low,B5
Rose,279.91,2.4,21.66,5.16,4591.4,Low,Gamborg
Tomato,122.09,1.62,27.27,6.73,2326.13,Low,White
Tulip,73.16,0.78,26.7,6.19,1859.77,Medium,Nitsch
Cactus,158.28,2.27,24.24,5.33,1229.59,Low,Nitsch
Wheat,85.8,0.84,18.46,5.25,2958.84,Medium,White
Tulip,50.54,0.39,27.85,6.48,2036.0,Low,Murashige & Skoog
Mango,71.75,0.5,20.69,6.93,2035.81,Low,B5
Tulip,18.18,0.22,18.59,7.15,2849.23,High,Murashige & Skoog
Mango,18.85,0.39,17.04,5.39,2367.77,High,Gamborg
Cactus,174.83,2.19,25.18,7.39,2022.01,Medium,Nitsch
Cactus,177.07,1.12,17.94,6.37,1906.03,High,Nitsch
Mango,33.2,0.78,16.42,5.8,1774.31,High,Gamborg
Orchid,358.18,2.79,28.76,6.17,3550.08,Low,Nitsch
Mango,46.14,0.49,29.52,6.81,1823.58,High,White
Rose,111.34,4.91,15.07,7.18,3614.65,Medium,Nitsch
Fern,38.53,0.69,16.2,5.61,2547.36,High,Murashige & Skoog
Apple,48.59,0.88,21.73,7.45,2919.67,Medium,B5
Rose,362.25,2.05,18.08,5.66,4819.91,Medium,B5
Cactus,196.14,1.38,15.91,6.87,2130.35,High,Nitsch
Fern,37.83,0.55,20.08,6.89,2087.79,High,Gamborg
Tomato,162.87,0.92,17.95,6.61,1916.17,High,Nitsch
Tomato,141.56,1.96,29.9,6.7,1463.69,High,B5
Tomato,147.55,2.01,26.24,6.27,2621.64,Low,Nitsch
Tulip,11.56,0.62,18.19,5.52,1250.76,High,Gamborg
Orchid,228.5,2.33,29.66,7.16,3646.09,Medium,Gamborg
Fern,23.42,0.96,21.06,7.19,1378.71,Medium,Murashige & Skoog
Mango,12.91,0.63,23.31,5.87,1403.03,High,White
Tomato,60.45,1.38,18.79,6.86,2268.38,High,White
Tulip,86.42,0.65,17.8,5.44,2746.07,Medium,White
Rose,178.59,4.92,26.96,5.75,4695.13,Medium,Murashige & Skoog
Tomato,113.98,0.87,16.67,6.81,1535.02,High,Nitsch
Fern,99.6,0.17,22.1,7.01,2577.9,High,Nitsch
Fern,36.98,0.84,17.31,5.84,2035.93,Medium,Gamborg
Cactus,136.8,0.91,26.93,6.58,1635.52,Medium,Murashige & Skoog
Fern,41.29,0.79,24.12,5.26,2704.47,Low,B5
Tulip,50.7,0.8,18.14,6.13,1312.49,Low,Murashige & Skoog
Apple,32.65,0.49,22.31,5.35,2346.78,High,Murashige & Skoog
Rose,123.29,2.57,17.31,5.94,4256.37,High,Nitsch
Bamboo,142.1,2.22,26.3,6.38,1724.59,Medium,Murashige & Skoog
Tulip,26.52,0.48,20.88,6.28,2619.17,High,Nitsch
Cactus,183.55,1.6,21.2,5.18,2428.24,Low,Nitsch
Wheat,65.26,0.56,21.51,6.48,1466.79,Low,Murashige & Skoog
Bamboo,117.45,2.11,17.42,5.73,2359.02,Low,Nitsch
Cactus,164.4,0.64,15.19,7.25,2162.68,High,Nitsch
Bamboo,157.74,1.03,24.32,6.3,2723.89,Medium,Nitsch
Rose,101.49,3.71,23.25,5.83,3337.94,Medium,Nitsch
Rose,130.09,2.34,20.69,6.16,3933.24,Low,Nitsch
Apple,34.41,0.65,29.66,5.28,1424.25,Low,Gamborg
Bamboo,165.77,2.3,20.01,7.48,1205.67,Medium,Nitsch
Apple,22.01,0.89,22.66,5.21,2233.45,High,Murashige & Skoog
Tomato,166.78,2.05,23.03,6.99,2191.62,Medium,Nitsch
Fern,60.5,0.58,27.35,7.45,1822.09,Medium,Gamborg
Wheat,76.64,0.5,16.03,5.42,2582.6,Low,B5
Tulip,85.4,0.96,15.61,5.2,2769.45,High,Murashige & Skoog
Mango,45.02,0.54,29.85,5.53,1835.71,High,Nitsch
Bamboo,139.68,2.06,20.08,5.95,2775.8,Medium,Nitsch
Tulip,66.23,0.9,18.15,7.45,2403.91,High,B5
Tomato,64.35,1.27,29.16,6.47,1689.0,High,Nitsch
Rose,366.64,2.31,21.34,6.67,3034.3,Medium,B5
Wheat,41.61,0.38,25.26,5.54,1839.31,Low,B5
Cactus,186.05,2.29,29.49,7.21,1016.4,High,Nitsch
Tomato,66.89,2.32,17.92,6.53,2971.27,Medium,Nitsch
Orchid,202.78,1.42,17.83,6.25,4586.46,High,Gamborg
Apple,41.5,0.86,29.18,7.16,1134.14,Low,Gamborg
Cactus,59.64,0.89,24.84,7.14,1505.36,Medium,B5
Wheat,54.7,0.45,22.25,6.98,1954.56,Medium,Gamborg
Apple,32.68,0.39,16.17,6.24,1296.22,Low,Murashige & Skoog
Apple,35.34,0.86,15.75,5.99,1740.01,Low,Murashige & Skoog
Tulip,15.75,0.74,22.91,7.25,1625.89,Medium,Murashige & Skoog
Fern,59.63,0.51,15.24,7.06,2757.6,Low,B5
Tomato,191.11,1.83,28.07,7.07,1720.24,High,Murashige & Skoog
Cactus,130.33,0.96,26.16,6.32,1822.45,Medium,B5
Bamboo,78.47,0.87,23.65,6.71,1240.8,High,Nitsch
Bamboo,108.86,1.3,17.68,5.0,2706.3,Low,Nitsch
Orchid,307.16,3.19,25.51,7.34,4331.35,High,Murashige & Skoog
Fern,84.9,0.51,23.9,5.67,2291.83,High,B5
Cactus,182.98,1.62,18.78,7.39,1966.71,Medium,Nitsch
Fern,33.87,0.22,22.67,5.38,2232.59,Low,B5
Orchid,347.88,1.17,21.3,6.15,4582.14,Medium,Nitsch
Rose,190.16,1.6,18.39,6.17,3849.74,High,Nitsch
Cactus,169.61,1.79,26.72,6.08,2189.55,Low,Gamborg
Wheat,59.62,0.64,25.58,6.7,1584.67,Medium,Murashige & Skoog
Tomato,131.91,1.3,21.46,5.14,1909.82,High,Nitsch
Rose,216.4,2.53,15.24,6.14,3050.68,Medium,Gamborg
Wheat,55.61,0.86,23.73,5.81,2032.46,Medium,B5
Rose,140.27,1.3,29.88,6.64,4084.19,High,Nitsch
Wheat,37.55,0.7,25.58,7.34,1449.68,High,White
Fern,28.13,0.88,19.82,7.47,1315.38,Low,Gamborg
Wheat,52.13,0.99,21.38,6.51,1109.08,High,Gamborg
Cactus,90.89,2.33,27.43,7.45,1648.52,Medium,Murashige & Skoog
Bamboo,193.2,1.17,23.48,6.01,1792.44,Low,Nitsch
Cactus,130.56,2.2,15.74,7.22,2330.95,Medium,Nitsch
Fern,66.33,0.37,21.23,7.0,1612.76,Low,Nitsch
Wheat,53.78,0.22,19.34,6.66,2226.24,Medium,B5
Cactus,145.61,2.26,23.79,6.95,1497.41,Low,Nitsch
Orchid,370.66,2.54,26.69,6.81,3119.05,High,Murashige & Skoog
Orchid,248.39,2.24,22.56,5.4,3738.64,Low,Gamborg
Mango,44.91,0.19,27.03,7.29,2513.19,Medium,Gamborg
Tomato,89.54,0.92,26.48,7.37,2433.67,High,B5
Tulip,66.3,0.55,19.13,6.18,2550.6,Low,Gamborg
Tomato,120.61,1.28,27.31,6.13,2207.29,Low,Nitsch
Fern,90.14,0.34,15.52,5.65,1557.41,Medium,Murashige & Skoog
Mango,17.35,0.22,17.34,6.58,2470.83,Medium,Murashige & Skoog
Bamboo,158.45,1.34,16.45,5.1,1958.05,Low,Nitsch
Apple,17.1,0.36,19.83,6.41,1556.96,High,Nitsch
Cactus,82.3,1.94,27.16,6.03,2492.84,Medium,B5
Rose,181.85,1.63,15.78,5.6,4368.14,Medium,Nitsch
Rose,173.41,4.42,23.74,5.17,3095.37,Low,Nitsch
Orchid,382.56,4.4,27.67,7.31,4010.51,High,Murashige & Skoog
Bamboo,110.2,1.94,28.14,6.09,2070.76,Medium,Nitsch
Fern,85.23,0.78,19.82,5.26,1143.62,High,Murashige & Skoog
Cactus,179.5,1.82,25.82,5.38,2766.33,Low,B5
Tomato,162.17,1.29,18.16,6.3,2842.8,High,Nitsch
Fern,77.65,0.29,25.75,5.57,2974.63,Low,Murashige & Skoog
Rose,135.52,2.0,17.1,5.98,3568.27,High,Nitsch
Apple,19.78,0.78,15.69,5.51,2583.93,High,B5
Tomato,169.59,1.41,19.92,5.4,1335.23,Medium,Nitsch
Tulip,92.44,0.8,15.85,6.31,1166.76,Low,White
Apple,25.52,0.12,15.47,6.27,2468.75,Medium,B5
Orchid,270.91,2.22,18.27,5.82,4256.99,Medium,Gamborg
Apple,33.28,0.52,18.5,6.47,2846.35,High,Gamborg
Mango,12.68,0.61,26.44,5.92,2090.48,Medium,Nitsch
Orchid,133.21,4.25,27.44,7.0,4453.64,Low,White
Bamboo,150.48,1.83,22.71,5.91,2460.39,Low,Nitsch
Cactus,141.99,2.02,23.19,6.57,2870.5,Low,Nitsch
Rose,346.89,3.35,24.2,7.05,3685.84,Low,Murashige & Skoog
Rose,159.52,3.93,24.21,5.52,3290.13,Medium,Nitsch
Cactus,70.43,1.0,23.14,7.0,1072.51,Medium,Gamborg
Tomato,153.66,1.54,29.65,5.41,2201.33,High,Murashige & Skoog
Tomato,162.5,1.05,20.73,5.94,1488.41,Low,Nitsch
Mango,52.6,0.77,26.48,5.4,2185.54,Low,Gamborg
Fern,52.56,0.78,24.17,5.25,1793.21,Low,White
Tomato,65.17,2.08,29.42,6.07,2025.37,Medium,Murashige & Skoog
Bamboo,178.18,2.5,19.77,5.37,2586.34,High,Nitsch
Tulip,41.72,0.26,20.6,6.04,1601.18,High,Nitsch
Tomato,153.22,2.42,21.88,6.31,1479.62,High,Nitsch
Apple,97.41,0.81,23.14,7.39,1307.7,High,B5
Orchid,340.73,3.68,16.9,5.87,3678.15,Medium,Murashige & Skoog
Wheat,66.21,0.52,18.26,5.84,2919.69,Low,B5
Tomato,70.96,2.21,21.0,6.82,2062.54,High,Gamborg
Apple,60.11,0.25,29.48,6.32,2107.12,Low,B5
Rose,188.83,3.01,28.0,6.99,4925.48,Low,B5
Tulip,17.22,0.78,17.11,5.25,2123.34,Medium,Nitsch
Fern,53.83,0.48,21.38,7.18,1790.45,Medium,White
Cactus,79.49,2.22,17.2,7.27,1566.94,Low,B5
Apple,62.38,0.7,19.89,6.44,1584.81,Medium,Murashige & Skoog
Tulip,54.98,0.45,24.2,5.14,2012.92,High,White
Fern,74.04,0.93,18.73,6.53,1800.79,High,Gamborg
Bamboo,170.1,1.4,27.26,6.33,1676.96,Medium,Gamborg
Cactus,58.49,0.84,19.28,5.71,2346.84,Low,Murashige & Skoog
Fern,28.59,0.2,27.44,6.74,2150.12,High,White
Bamboo,54.7,0.74,19.68,6.11,1241.13,High,Murashige & Skoog
Tulip,61.27,0.58,21.79,7.44,1099.6,Low,B5
Bamboo,59.12,0.97,21.39,6.83,2248.67,High,Murashige & Skoog
Orchid,134.08,4.47,16.94,6.58,4440.16,Medium,Nitsch
Orchid,289.8,1.21,19.4,7.3,3343.46,High,Gamborg
Fern,49.93,0.87,16.15,5.89,2799.55,Low,Nitsch
Tomato,186.3,1.54,16.12,5.28,1767.02,Medium,Nitsch
Tomato,153.94,2.24,20.5,5.11,2948.64,Medium,Nitsch
Tomato,192.15,1.24,15.15,6.72,2961.08,High,Nitsch
Apple,24.48,0.26,23.48,6.59,2478.84,Low,Nitsch
Cactus,98.21,2.03,29.4,5.69,1493.03,Low,B5
Rose,385.99,3.7,23.23,5.01,3080.04,Medium,Murashige & Skoog
Rose,133.77,3.72,18.9,6.19,3598.83,Low,Nitsch
Wheat,70.66,0.58,21.66,6.59,2655.36,High,Gamborg
Bamboo,196.38,1.23,18.12,7.28,1349.68,Low,Nitsch
Rose,145.06,3.63,17.26,7.31,4130.02,High,Nitsch
Fern,22.63,0.43,25.58,5.96,1492.19,Low,Murashige & Skoog
Fern,81.69,0.36,17.91,7.43,1723.29,Medium,Gamborg
Mango,70.7,0.46,27.94,5.45,2088.47,Low,B5
Rose,296.07,4.36,29.17,5.68,3339.32,Medium,Gamborg
Tomato,64.85,2.02,23.95,5.69,1506.0,Low,Gamborg
Tomato,186.01,2.5,17.46,5.14,1659.46,High,Nitsch
Bamboo,114.3,2.15,26.49,5.94,2131.12,Low,Gamborg
Tomato,195.43,0.85,18.35,6.31,1182.5,Low,Nitsch
Tulip,56.99,0.4,23.14,7.4,1412.03,High,B5
Tomato,59.96,1.6,16.57,5.06,1343.03,Medium,Nitsch
Wheat,86.3,0.44,23.61,5.07,1526.44,Low,Nitsch
Fern,41.8,0.83,18.54,6.15,1945.06,Medium,Gamborg
Bamboo,159.01,2.39,24.16,6.79,2523.94,High,Nitsch
Tomato,56.78,0.5,20.26,5.6,1124.64,Medium,Nitsch
Bamboo,155.51,1.1,26.38,5.51,2088.5,Low,B5
Tulip,26.97,0.61,25.39,6.33,1868.47,High,White
Mango,81.13,0.36,20.81,6.57,2106.92,Low,Nitsch
Fern,41.62,0.62,28.02,7.32,1672.07,Medium,Murashige & Skoog
